Geissmayerstrasse,5020,Salzburg,Oesterreich
Gemeindeberggasse,1130,Wien,Oesterreich
Gemeindestrasse,5542,Flachau,Oesterreich
Gemeindeweg,5113,St.Georgen b.Sbg.,Oesterreich
General-Albori-Strasse,5061,Elsbethen,Oesterreich
Gensgitsch,5580,Tamsweg,Oesterreich
Georg Trakl Weg,5082,Groedig,Oesterreich
Georg-Emmerling-Hof,1020,Wien,Oesterreich
Georgistrasse,1210,Wien,Oesterreich
Gerambgasse,1220,Wien,Oesterreich
Gerbergasse,1230,Wien,Oesterreich
Gerberstrasse,5020,Salzburg,Oesterreich
Gerhard-Buechl-Weg,1220,Wien,Oesterreich
Gerlgasse,5582,St.Michael/Lungau,Oesterreich
Germanstaett,5162,Obertrum/See,Oesterreich
Gersbergweg,5020,Salzburg,Oesterreich
Gertrude-Froehlich-Sandner-Strasse,1100,Wien,Oesterreich
Getreidemarkt,1060,Wien,Oesterreich
Gewerbegebiet Nord,5204,Strasswalchen,Oesterreich
Gewerbepark,5621,St.Veit/Pongau,Oesterreich
Gewerbepark Harham,5760,Saalfelden/Steinernen Meer,Oesterreich
Gewerbepark-Tenneck,5451,Werfen,Oesterreich
Gewerbestrasse,5300,Hallwang,Oesterreich
Gewerbestrasse,5671,Bruck/Grossglocknerstrasse,Oesterreich
Gewerbestrasse-Ost,5722,Niedernsill,Oesterreich
Geyergasse,1180,Wien,Oesterreich
Ghegastrasse,5023,Salzburg,Oesterreich
Gilmagasse,1020,Wien,Oesterreich
Gimelsberg,5164,Seeham,Oesterreich
Ginsterweg,1220,Wien,Oesterreich
Girtenhofweg,5423,St.Koloman,Oesterreich
Gisela-Legath-Gasse,1220,Wien,Oesterreich
Gislarweg,5300,Hallwang,Oesterreich
Glaneggerstrasse,5082,Groedig,Oesterreich
Glanzhuegel,5202,Neumarkt/Wallersee,Oesterreich
Glasergasse,1090,Wien,Oesterreich
Glashuette,5582,St.Michael/Lungau,Oesterreich
Glemmerstrasse,5751,Maishofen,Oesterreich
Gletscherschliffweg,5423,St.Koloman,Oesterreich
Glossystrasse,1140,Wien,Oesterreich
Gmarchhaufenstrasse,1220,Wien,Oesterreich
Gnadenalmstrasse,5562,Untertauern,Oesterreich
Gneiser Strasse,5020,Salzburg,Oesterreich
Goellstrasse,5412,Puch b.Hallein,Oesterreich
Goethestrasse,5020,Salzburg,Oesterreich
Goettweihergasse,1010,Wien,Oesterreich
Goldeggerstrasse,5620,Schwarzach/Pongau,Oesterreich
Goldschlagstrasse,1150,Wien,Oesterreich
Golfstrasse,5640,Bad Gastein,Oesterreich
Gollegg,5611,Grossarl,Oesterreich
Golsweg,5061,Elsbethen,Oesterreich
Gomperzgasse,1160,Wien,Oesterreich
Gotramgasse,1220,Wien,Oesterreich
Gottfried-Schenker-Strasse,5101,Bergheim,Oesterreich
Gottschalkgasse,1110,Wien,Oesterreich
Gottswinden,5205,Schleedorf,Oesterreich
Grabenbauernweg,5020,Salzburg,Oesterreich
Grabengasse,1170,Wien,Oesterreich
Grabenmuehlweg,5023,Koppl,Oesterreich
Grabnersiedlung,5542,Flachau,Oesterreich
Gradingergasse,1210,Wien,Oesterreich
Grafenbergweg,5602,Wagrain,Oesterreich
Grafenwies,5302,Henndorf/Wallersee,Oesterreich
Graf-Seilern-Gasse,1120,Wien,Oesterreich
Grashofgasse,1010,Wien,Oesterreich
Grasslau,5500,Bischofshofen,Oesterreich
Grauertgasse,1230,Wien,Oesterreich
Gregor-Ulbrich-Gasse,1210,Wien,Oesterreich
Grellgasse,1210,Wien,Oesterreich
Grenzweg,8974,Radstadt,Oesterreich
Greutberggasse,1140,Wien,Oesterreich
Griesmeisterplatz,5400,Hallein,Oesterreich
Grillgasse,1110,Wien,Oesterreich
Grinzinger Steig,1190,Wien,Oesterreich
Groedigerweg (Gois),5071,Gois,Oesterreich
Groegernweg,5324,Faistenau,Oesterreich
Grohnergasse,1100,Wien,Oesterreich
Grosse Pfarrgasse,1020,Wien,Oesterreich
Grosser Ring,1130,Wien,Oesterreich
Grossmarktstrasse,1230,Wien,Oesterreich
Grossschopfplatz,1210,Wien,Oesterreich
Grubach,5423,St.Koloman,Oesterreich
Gruben,5592,Thomatal,Oesterreich
Gruberfeldweg,5322,Hof b.Sbg.,Oesterreich
Gruengasse,1040,Wien,Oesterreich
Grundemanngasse,1220,Wien,Oesterreich
Gschwandnergasse,1170,Wien,Oesterreich
Gsellhofergasse,1230,Wien,Oesterreich
Guenter-Bauer-Strasse,5071,Himmelreich,Oesterreich
Gueterhallestrasse,5020,Salzburg,Oesterreich
Gugg Gasse,5111,Buermoos,Oesterreich
Guggenmoosstrasse,5400,Hallein,Oesterreich
Guglgasse,1110,Wien,Oesterreich
Gumping,5092,St.Martin b.Lofer,Oesterreich
Gundackergasse,1220,Wien,Oesterreich
Guneschgasse,1190,Wien,Oesterreich
Gurkgasse,1140,Wien,Oesterreich
Gutenbrunnweg,5630,Bad Hofgastein,Oesterreich
Gutraterplatz,1160,Wien,Oesterreich
Gutzkowplatz,1130,Wien,Oesterreich
Gymnasiumstrasse,1190,Wien,Oesterreich
Haarbergweg,5440,Golling/Salzach,Oesterreich
Haasgasse,1020,Wien,Oesterreich
Habergstrasse,5350,Strobl,Oesterreich
Hackenbuchnerweg,5082,Groedig,Oesterreich
Hacklberg,5722,Niedernsill,Oesterreich
Hacklgasse,5722,Niedernsill,Oesterreich
Hadersbergensteig,1230,Wien,Oesterreich
Haeussermannweg,1030,Wien,Oesterreich
Hagenau,5020,Salzburg,Oesterreich
Hagerauweg,5400,Hallein,Oesterreich
Hagnbichl,5751,Maishofen,Oesterreich
Haid,5751,Maishofen,Oesterreich
Haidersberggasse,1140,Wien,Oesterreich
Haidmannsgasse,1150,Wien,Oesterreich
Haidweg,5754,Hinterglemm,Oesterreich
Hainachstrasse,5161,Elixhausen,Oesterreich
Hainburger Strasse,1030,Wien,Oesterreich
Hakelgasse,1110,Wien,Oesterreich
Hallburgstrasse,5400,Hallein,Oesterreich
Hallersbichlweg,5422,Hallein,Oesterreich
Hallwanger Landesstrasse,5023,Salzburg,Oesterreich
Haltestellenweg,5630,Bad Hofgastein,Oesterreich
Hameauweg,1170,Wien,Oesterreich
Hammerschmiedstrasse,5102,Anthering,Oesterreich
Hangstrasse,5201,Seekirchen/Wallersee,Oesterreich
Hanlhofweg,5400,Hallein,Oesterreich
Hannesweg,5026,Salzburg,Oesterreich
Hans Schmidinger-Strasse,5303,Thalgau,Oesterreich
Hans-Binder-Hof,1070,Wien,Oesterreich
Hanselmannsiedlung,5741,Neukirchen/Grossvenediger,Oesterreich
Hans-Prodinger-Strasse,5020,Salzburg,Oesterreich
Hans-Treml-Strasse,5500,Bischofshofen,Oesterreich
Hanuschgasse,1010,Wien,Oesterreich
Hardtweg,5640,Bad Gastein,Oesterreich
Harkortstrasse,1020,Wien,Oesterreich
Harthausergasse,1120,Wien,Oesterreich
Hartlgasse,1200,Wien,Oesterreich
Hasenauerstrasse,1190,Wien,Oesterreich
Hasenleiten,1110,Wien,Oesterreich
Haslangerweg,5522,St.Martin/Tennengebirge,Oesterreich
Hasnerstrasse,1160,Wien,Oesterreich
Haspingerstrasse,5550,Radstadt,Oesterreich
Hassreitersteig,1230,Wien,Oesterreich
Haunsbergstrasse,5112,Lamprechtshausen,Oesterreich
Hauptstrasse,1140,Wien,Oesterreich
Hauptstrasse,5164,Seeham,Oesterreich
Hauptstrasse,5600,St.Johann/Pongau,Oesterreich
Hauserdorfstrasse,5662,Bruck/Grossglocknerstrasse,Oesterreich
Hauslehenweg,5424,Bad Vigaun,Oesterreich
Hausstattstrasse,5302,Henndorf/Wallersee,Oesterreich
Haydnhof,1120,Wien,Oesterreich
Hebragasse,1090,Wien,Oesterreich
Heckengasse,5721,Piesendorf,Oesterreich
Hedy-Lamarr-Weg,1120,Wien,Oesterreich
Hefenscher,5524,Annaberg-Lungoetz,Oesterreich
Heigerleinstrasse,1160,Wien,Oesterreich
Heiligensteinstrasse,5323,Ebenau,Oesterreich
Heimstrasse,5020,Salzburg,Oesterreich
Heinrich-Collin-Strasse,1140,Wien,Oesterreich
Heinrich-Lefler-Gasse,1220,Wien,Oesterreich
Heinz-Nittel-Weg,1130,Wien,Oesterreich
Helenenstrasse,5340,St.Gilgen,Oesterreich
Helfertgasse,1120,Wien,Oesterreich
Hellbrunnerstrasse,5081,Anif,Oesterreich
Hellstrasse,5422,Hallein,Oesterreich
Helming,5203,Koestendorf,Oesterreich
Hemerach,5583,Muhr,Oesterreich
Henndorfer Strasse,5303,Thalgau,Oesterreich
Henslerstrasse,1030,Wien,Oesterreich
Herbert-Boeckl-Weg,1220,Wien,Oesterreich
Herbert-von-Karajan-Platz,1010,Wien,Oesterreich
Herderplatz,1110,Wien,Oesterreich
Heribert-Rath-Weg,1220,Wien,Oesterreich
Hermann & Muellerweg,5671,Bruck/Grossglocknerstrasse,Oesterreich
Hermann-Gebauer-Strasse,1220,Wien,Oesterreich
Hermann-Gmeiner-Strasse,5201,Seekirchen/Wallersee,Oesterreich
Hermann-Mark-Gasse,1100,Wien,Oesterreich
Hermann-Schoene-Platz,1100,Wien,Oesterreich
Hermine-Dasovsky-Platz,1220,Wien,Oesterreich
Hernstorferstrasse,1140,Wien,Oesterreich
Hertlgasse,1160,Wien,Oesterreich
Herzgsellweg,5541,Altenmarkt/Pongau,Oesterreich
Hetzendorfer Strasse,1130,Wien,Oesterreich
Heuberg,5651,Lend,Oesterreich
Hibiskusweg,1220,Wien,Oesterreich
Hietzinger Kai,1130,Wien,Oesterreich
Hillerstrasse,1020,Wien,Oesterreich
Himmelpfortgasse,1010,Wien,Oesterreich
Himmelreich,5071,Himmelreich,Oesterreich
Hinterau,5350,Strobl,Oesterreich
Hintergasse,5730,Mittersill,Oesterreich
Hinterhagweg,5753,Saalbach,Oesterreich
Hinterleitenweg,5710,Kaprun,Oesterreich
Hintermaisweg,5754,Hinterglemm,Oesterreich
Hinterrain,5532,Filzmoos,Oesterreich
Hinterschneeberg,5640,Bad Gastein,Oesterreich
Hintzerstrasse,1030,Wien,Oesterreich
Hirschenhoehstrasse,5450,Werfen,Oesterreich
Hlawkagasse,1100,Wien,Oesterreich
Hochalm,5591,Ramingstein,Oesterreich
Hochedtweg,5301,Eugendorf,Oesterreich
Hochfeld,5303,Thalgau,Oesterreich
Hochfeldweg,5322,Hof b.Sbg.,Oesterreich
Hochgitzenstrasse,5101,Bergheim,Oesterreich
Hochkoenigstrasse,5761,Maria Alm/Steinernen Meer,Oesterreich
Hochstrasse (Penzing),1140,Wien,Oesterreich
Hochtennstrasse,5700,Zell/See,Oesterreich
Hochwiesenweg,1130,Wien,Oesterreich
Hoechsmannweg,1220,Wien,Oesterreich
Hoechweg,5542,Flachau,Oesterreich
Hoef,5660,Taxenbach,Oesterreich
Hoeglstrasse,5020,Salzburg,Oesterreich
Hoehenweg,5300,Hallwang,Oesterreich
Hoellbacherweg,5300,Hallwang,Oesterreich
Hof,5602,Wagrain,Oesterreich
Hofergasse,5071,Wals-Siezenheim,Oesterreich
Hoferstrasse,5302,Henndorf/Wallersee,Oesterreich
Hofgasse,5542,Flachau,Oesterreich
Hofherrgasse,1100,Wien,Oesterreich
Hofjaegerstrasse,1130,Wien,Oesterreich
Hofmark,5602,Wagrain,Oesterreich
Hofmuehlgasse,1060,Wien,Oesterreich
Hofzeile,1190,Wien,Oesterreich
Hohe Arche-Strasse,5721,Piesendorf,Oesterreich
Hohenbergstrasse,1120,Wien,Oesterreich
Hohenstaufenweg,5412,Puch b.Hallein,Oesterreich
Hollerweg,5151,Nussdorf/Haunsberg,Oesterreich
Holunderstrasse,5071,Wals-Siezenheim,Oesterreich
Holzfeld,5204,Strasswalchen,Oesterreich
Holzhauser Strasse,5113,St.Georgen b.Sbg.,Oesterreich
Holzhauserweg,5112,Lamprechtshausen,Oesterreich
Holzmeistergasse,1210,Wien,Oesterreich
Hopfenstrasse,5111,Buermoos,Oesterreich
Hornerweg,5541,Altenmarkt/Pongau,Oesterreich
Horvathgasse,1160,Wien,Oesterreich
Hoyosgasse,1040,Wien,Oesterreich
Hubert-Gsur-Gasse,1100,Wien,Oesterreich
Hubstrasse,5600,St.Johann/Pongau,Oesterreich
Huehnerauweg,5400,Hallein,Oesterreich
Huehnersteigstrasse,1140,Wien,Oesterreich
Huetteldorfer Strasse,1150,Wien,Oesterreich
Huettenbrennergasse,1030,Wien,Oesterreich
Huettweg,5423,St.Koloman,Oesterreich
Hugo-Meisl-Weg,1100,Wien,Oesterreich
Hundsdorf,5660,Taxenbach,Oesterreich
Hungereckstrasse,1230,Wien,Oesterreich
Hutterstrasse,5582,St.Michael/Lungau,Oesterreich
Huttich,5201,Seekirchen/Wallersee,Oesterreich
Ibsenstrasse,1160,Wien,Oesterreich
Iglsbach,5511,Huettau,Oesterreich
Ignaz-Pleyel-Gasse,1100,Wien,Oesterreich
Illnerstrasse,1220,Wien,Oesterreich
Im Wiesengrund,5700,Zell/See,Oesterreich
Imbergstrasse,5020,Salzburg,Oesterreich
In der Klausen,1230,Wien,Oesterreich
Innerdorf,5724,Stuhlfelden,Oesterreich
Innovationsstrasse,1100,Wien,Oesterreich
Innstrasse,1200,Wien,Oesterreich
Irlachstrasse,5303,Thalgau,Oesterreich
Irrsdorferstrasse,5204,Strasswalchen,Oesterreich
Iselstrasse,5101,Bergheim,Oesterreich
Iserlohnerstrasse,5350,Strobl,Oesterreich
Jadengasse,1150,Wien,Oesterreich
Jaegerhausgasse,1120,Wien,Oesterreich
Jaegerweg,5301,Eugendorf,Oesterreich
Jagdenroid,5204,Strasswalchen,Oesterreich
Jagdschlossgasse,1130,Wien,Oesterreich
Jakobergasse,1010,Wien,Oesterreich
Jakob-Haringer-Strasse,5020,Salzburg,Oesterreich
Janecekhof,1200,Wien,Oesterreich
Jaschkagasse,1230,Wien,Oesterreich
Jaunerstrasse,1130,Wien,Oesterreich
Jean-Jaures-Hof,1100,Wien,Oesterreich
Jenny-Lind-Gasse,1100,Wien,Oesterreich
Jesuitenwiese,1020,Wien,Oesterreich
Jobstengutgasse,5411,Oberalm,Oesterreich
Jodok-Fink-Strasse,5020,Salzburg,Oesterreich
Joersgasse,1130,Wien,Oesterreich
Johannes-Freumbichler-Weg,5020,Salzburg,Oesterreich
Johann-Gottek-Gasse,1230,Wien,Oesterreich
Johann-Loecker-Strasse,5580,Tamsweg,Oesterreich
Johann-Nepomuk-Vogl-Platz,1180,Wien,Oesterreich
Johann-Petrak-Gasse,1110,Wien,Oesterreich
Johann-Schorsch-Gasse,1140,Wien,Oesterreich
Johann-Weber-Strasse,1210,Wien,Oesterreich
Josef Klampfer-Strasse,5203,Koestendorf,Oesterreich
Josef-Buehl-Gasse,1230,Wien,Oesterreich
Josef-Fritsch-Weg,1020,Wien,Oesterreich
Josef-Haas-Hof,1110,Wien,Oesterreich
Josef-Illedits-Hof,1030,Wien,Oesterreich
Josef-Mayburger-Kai,5020,Salzburg,Oesterreich
Josef-Prokop-Strasse,1140,Wien,Oesterreich
Josef-Ruston-Gasse,1210,Wien,Oesterreich
Josef-Schwarz-Gasse,1050,Wien,Oesterreich
Josefsgasse,1080,Wien,Oesterreich
Josef-Wiedermann-Hof,1190,Wien,Oesterreich
Josef-Österreicher-Gasse,1230,Wien,Oesterreich
Joseph-Lister-Gasse,1130,Wien,Oesterreich
Joseph-Roth-Gasse,1020,Wien,Oesterreich
Julius-Ficker-Strasse,1210,Wien,Oesterreich
Julius-Schlegel-Gasse,1210,Wien,Oesterreich
Jungferngasse,1010,Wien,Oesterreich
Jungmaisstrasse,1220,Wien,Oesterreich
Jupiterweg,1140,Wien,Oesterreich
Kaeferheimerstrasse (Kaeferheim),5071,Kaeferheim,Oesterreich
Kaerntnertorpassage,1010,Wien,Oesterreich
Kaesereiweg,5151,Nussdorf/Haunsberg,Oesterreich
Kaethe-Koenigstetter-Hof,1150,Wien,Oesterreich
Kafkasteg,1020,Wien,Oesterreich
Kagraner Platz,1220,Wien,Oesterreich
Kaindlweberweg,5061,Salzburg,Oesterreich
Kaiser Franz Josef-Strasse,5640,Bad Gastein,Oesterreich
Kaiserbachstrasse,5111,Buermoos,Oesterreich
Kaiserin Elisabeth-Promenade,5640,Bad Gastein,Oesterreich
Kaisersteiggasse,1230,Wien,Oesterreich
Kalkofenweg,5400,Hallein,Oesterreich
Kalkofenweg,5411,Oberalm,Oesterreich
Kalmanstrasse,1130,Wien,Oesterreich
Kaltnergasse,5020,Salzburg,Oesterreich
Kamelienweg,1220,Wien,Oesterreich
Kannegasse,1150,Wien,Oesterreich
Kantnergasse,1210,Wien,Oesterreich
Kapellenweg,5322,Hof b.Sbg.,Oesterreich
Kapellerweg,5201,Seekirchen/Wallersee,Oesterreich
Kapuzinerberg,5020,Salzburg,Oesterreich
Karczaggasse,1220,Wien,Oesterreich
Karl-Bekehrty-Strasse,1140,Wien,Oesterreich
Karl-Biedermann-Gasse,1210,Wien,Oesterreich
Karl-Flieher-Strasse,5700,Zell/See,Oesterreich
Karl-Hainzl-Strasse,5700,Zell/See,Oesterreich
Karl-Hoeller-Strasse,5020,Salzburg,Oesterreich
Karl-Kysela-Hof,1160,Wien,Oesterreich
Karlmuehlweg,5324,Faistenau,Oesterreich
Karl-Schoenherr-Strasse,5020,Salzburg,Oesterreich
Karl-Vogt-Strasse,5700,Zell/See,Oesterreich
Karlweisgasse,1180,Wien,Oesterreich
Karolinengasse,1040,Wien,Oesterreich
Karplusgasse,1100,Wien,Oesterreich
Kartouschgasse,1220,Wien,Oesterreich
Kasparekgasse,1220,Wien,Oesterreich
Katharina-Scheiter-Gasse,1210,Wien,Oesterreich
Kauergasse,1150,Wien,Oesterreich
Kaufhauserweg,5301,Eugendorf,Oesterreich
Kaunitzgasse,1060,Wien,Oesterreich
Kehlbach,5760,Saalfelden/Steinernen Meer,Oesterreich
Keilgasse,5722,Niedernsill,Oesterreich
Keimweg,1220,Wien,Oesterreich
Keltenstrasse,5082,Groedig,Oesterreich
Keltenweg,5020,Salzburg,Oesterreich
Kematingweg,5101,Bergheim,Oesterreich
Kendlbachweg,5522,St.Martin/Tennengebirge,Oesterreich
Kendlerstrasse,1140,Wien,Oesterreich
Kenyongasse,1070,Wien,Oesterreich
Kernwimm,5164,Seeham,Oesterreich
Kestnerweg,1160,Wien,Oesterreich
KGA Gartenfreunde Zur Zahnradbahn,1190,Wien,Oesterreich
Khekgasse,1230,Wien,Oesterreich
Kinderdorfstrasse,5671,Bruck/Grossglocknerstrasse,Oesterreich
Kinderfreibad Reinlgasse,1140,Wien,Oesterreich
Kinderspitalgasse,1090,Wien,Oesterreich
Kinkplatz,1140,Wien,Oesterreich
Kirchbichlweg,5162,Obertrum/See,Oesterreich
Kirchboden,5602,Wagrain,Oesterreich
Kirchengasse,5322,Hof b.Sbg.,Oesterreich
Kirchengasse (Favoriten),1100,Wien,Oesterreich
Kirchenplatz,5071,Gois,Oesterreich
Kirchenstrasse,5330,Fuschl/See,Oesterreich
Kirchenstrasse,5202,Neumarkt/Wallersee,Oesterreich
Kirchenweg,5324,Faistenau,Oesterreich
Kirchenweg,5531,Eben/Pongau,Oesterreich
Kirchgassweg,5532,Filzmoos,Oesterreich
Kirchleiten,5532,Filzmoos,Oesterreich
Kirchplatz,5752,Viehhofen,Oesterreich
Kirsteweg,1100,Wien,Oesterreich
Klagergasse,1210,Wien,Oesterreich
Klampfelberggasse,1170,Wien,Oesterreich
Klausbachstrasse,5061,Elsbethen,Oesterreich
Klausgasse,1160,Wien,Oesterreich
Klederinger Strasse,1100,Wien,Oesterreich
Kleegasse,1170,Wien,Oesterreich
Kleine Mohrengasse,1020,Wien,Oesterreich
Kleingmainer Gasse,5020,Salzburg,Oesterreich
Kleinhubweg,5500,Bischofshofen,Oesterreich
Kleinlehenstrasse,5102,Anthering,Oesterreich
Kleinsonnberg,5660,Taxenbach,Oesterreich
KLG Albern,1110,Wien,Oesterreich
KLG Am Anger,1120,Wien,Oesterreich
KLG Am Hoerndlwald,1130,Wien,Oesterreich
KLG Am Lindkogl,1100,Wien,Oesterreich
KLG Am Ries Strasser,1220,Wien,Oesterreich
KLG An der Lebnergasse,1210,Wien,Oesterreich
KLG Blumental Alt,1100,Wien,Oesterreich
KLG Brigittenau,1200,Wien,Oesterreich
KLG Burgstall,1190,Wien,Oesterreich
KLG Donaufelder Kleingaerten,1210,Wien,Oesterreich
KLG Eiche,1140,Wien,Oesterreich
KLG Esparsette Altmannsdorfer Friedhof,1120,Wien,Oesterreich
KLG Fischeralm,1100,Wien,Oesterreich
KLG Fuchsenloch,1160,Wien,Oesterreich
KLG Gartenfreunde Floetzersteig,1140,Wien,Oesterreich
KLG Gisela,1210,Wien,Oesterreich
KLG Grinzing Arnoldsau,1190,Wien,Oesterreich
KLG Grinzing Meiselberg,1190,Wien,Oesterreich
KLG Gruenland Donaufeld,1210,Wien,Oesterreich
KLG Hackenberg Georg Loibl,1190,Wien,Oesterreich
KLG Hackenberg Suedabhang,1190,Wien,Oesterreich
KLG Heschweg,1140,Wien,Oesterreich
KLG Himmelteich,1220,Wien,Oesterreich
KLG In den oberen Falkenbergen,1210,Wien,Oesterreich
KLG Kleiner Damm,1210,Wien,Oesterreich
KLG Kriegsinvalide Österreich,1100,Wien,Oesterreich
KLG Landstrasser Guertel,1030,Wien,Oesterreich
KLG Leopoldau Ladestelle,1210,Wien,Oesterreich
KLG Lust und Nutzgartenverein,1220,Wien,Oesterreich
KLG Meisenbuehel,1130,Wien,Oesterreich
KLG Neu Rosental,1140,Wien,Oesterreich
KLG Neugebaeude Schloss,1110,Wien,Oesterreich
KLG Ober dem Heustadlwasser,1020,Wien,Oesterreich
KLG Reifental,1100,Wien,Oesterreich
KLG Rosental,1140,Wien,Oesterreich
KLG Satzberg Neu,1140,Wien,Oesterreich
KLG Schafbergsiedlung (Gr.C),1170,Wien,Oesterreich
KLG Schellensee,1230,Wien,Oesterreich
KLG Siebenhirten,1230,Wien,Oesterreich
KLG Sonnenheim Eigengruende,1220,Wien,Oesterreich
KLG Stammersdorf Gruppe Sued,1210,Wien,Oesterreich
KLG Thujasee,1220,Wien,Oesterreich
KLG Unterm Sender,1100,Wien,Oesterreich
KLG Vogelsang,1180,Wien,Oesterreich
KLG Waldhuettensiedlung,1170,Wien,Oesterreich
KLG Weichselgarten,1100,Wien,Oesterreich
KLG ÖBB Brigittenau 2096,1020,Wien,Oesterreich
KLG ÖBB Gruppe Zehetmeier,1140,Wien,Oesterreich
KLG ÖBB Jedlesee-Werkstaette 2071,1210,Wien,Oesterreich
KLG ÖBB Maxing Schwimmschulteich,1100,Wien,Oesterreich
KLG ÖBB Meidling-Strecke 2052,1230,Wien,Oesterreich
KLG Ödenburgerstrasse,1210,Wien,Oesterreich
Klimtgasse,1120,Wien,Oesterreich
Klingerstrasse,1230,Wien,Oesterreich
Klinik Hietzing,1130,Wien,Oesterreich
Klosehof,1190,Wien,Oesterreich
Klostermanngasse,1230,Wien,Oesterreich
Knaackgasse,1210,Wien,Oesterreich
Knappenweg,5700,Zell/See,Oesterreich
Knollgasse,1170,Wien,Oesterreich
Kobelgasse,1110,Wien,Oesterreich
Koehlergasse,1180,Wien,Oesterreich
Koelblgasse,1030,Wien,Oesterreich
Koellnerhofgasse,1010,Wien,Oesterreich
Koenigsleiten,5742,Wald/Pinzgau,Oesterreich
Koernergasse,1020,Wien,Oesterreich
Koestendorfer Strasse,5202,Neumarkt/Wallersee,Oesterreich
Kohbauernstrasse,5203,Koestendorf,Oesterreich
Kohlgasse,1050,Wien,Oesterreich
Kohlstattstrasse,5102,Anthering,Oesterreich
Kollergerngasse,1060,Wien,Oesterreich
Kollmayergasse,1120,Wien,Oesterreich
Koloniestrasse,1210,Wien,Oesterreich
Konrad-Grefe-Gasse,1230,Wien,Oesterreich
Konstanziagasse,1220,Wien,Oesterreich
Koppstrasse,1160,Wien,Oesterreich
Kornauthgasse,1100,Wien,Oesterreich
Kornweg,5071,Viehhausen,Oesterreich
Kracherstrasse,5071,Wals-Siezenheim,Oesterreich
Kraftwerkstrasse,5620,Schwarzach/Pongau,Oesterreich
Kramer-Gloeckner-Strasse,1130,Wien,Oesterreich
Kranichberggasse,1120,Wien,Oesterreich
Kranlweg,1190,Wien,Oesterreich
Kranzlmarkt,5020,Salzburg,Oesterreich
Kratky-Baschik-Weg,1020,Wien,Oesterreich
Krautgarten,5071,Wals-Siezenheim,Oesterreich
Kravoglgasse,1210,Wien,Oesterreich
Kressenweg,1220,Wien,Oesterreich
Kreuzangerweg,5424,Bad Vigaun,Oesterreich
Kreuzbruecklweg,5020,Salzburg,Oesterreich
Kreuzfeld,5730,Mittersill,Oesterreich
Kreuzfeldweg,5101,Bergheim,Oesterreich
Kreuzsalgasse,5603,Kleinarl,Oesterreich
Kreuzwiesengasse,1170,Wien,Oesterreich
Krispl,5425,Krispl,Oesterreich
Kroegerbauernstrasse,5411,Oberalm,Oesterreich
Kroellgasse,1150,Wien,Oesterreich
Krotenthallergasse,1080,Wien,Oesterreich
Kruezerweg,5020,Salzburg,Oesterreich
Kuchelauer Hafenstrasse,1190,Wien,Oesterreich
Kuefsteingasse,1140,Wien,Oesterreich
Kuehwoerther Wasser,1220,Wien,Oesterreich
Kuenstlerhausgasse,5020,Salzburg,Oesterreich
Kugelgartenweg,5412,Puch b.Hallein,Oesterreich
Kulstrunkstrasse,5026,Salzburg,Oesterreich
Kupelwiesergasse,1130,Wien,Oesterreich
Kupferschmiedgasse,1010,Wien,Oesterreich
Kurpromenade,5630,Bad Hofgastein,Oesterreich
Kutschkergasse,1180,Wien,Oesterreich
Laberlweg,1220,Wien,Oesterreich
Lackenalmweg,5541,Altenmarkt/Pongau,Oesterreich
Lackenweg,5751,Maishofen,Oesterreich
Laerchengasse,5582,St.Michael/Lungau,Oesterreich
Laerchenweg,5760,Saalfelden/Steinernen Meer,Oesterreich
Lagergasse,1030,Wien,Oesterreich
Laimaeckergasse,1100,Wien,Oesterreich
Lamberggasse,5020,Salzburg,Oesterreich
Lamezanstrasse,1230,Wien,Oesterreich
Lammertalweg,5522,St.Martin/Tennengebirge,Oesterreich
Landaugasse,1220,Wien,Oesterreich
Landrichterweg,5730,Mittersill,Oesterreich
Landskrongasse,1010,Wien,Oesterreich
Landsturmstrasse,5020,Salzburg,Oesterreich
Langauergasse,1150,Wien,Oesterreich
Langeggweg,5532,Filzmoos,Oesterreich
Langwies,5424,Bad Vigaun,Oesterreich
Lanzenstrasse,5423,St.Koloman,Oesterreich
Larischgasse,1220,Wien,Oesterreich
Lasa,5572,St.Andrae/Lungau,Oesterreich
Lasserstrasse,5020,Salzburg,Oesterreich
Latschkagasse,1090,Wien,Oesterreich
Laubeplatz,1100,Wien,Oesterreich
Laurenz-Barchetti-Gasse,1220,Wien,Oesterreich
Lavantgasse,1210,Wien,Oesterreich
Layerweg,1220,Wien,Oesterreich
Lazargasse,1180,Wien,Oesterreich
Lebachstrasse,5322,Hof b.Sbg.,Oesterreich
Lechnerstrasse,1030,Wien,Oesterreich
Lederergasse,5204,Strasswalchen,Oesterreich
Lederwaschstrasse,5580,Tamsweg,Oesterreich
Lehargasse,1060,Wien,Oesterreich
Lehen,5621,St.Veit/Pongau,Oesterreich
Lehenweg,5542,Flachau,Oesterreich
Lehnergasse (Liesing),1230,Wien,Oesterreich
Lehrbachgasse,1120,Wien,Oesterreich
Leisnitzweg,5581,St.Margarethen/Lungau,Oesterreich
Leitenhaus,5441,Abtenau,Oesterreich
Leithen,5591,Ramingstein,Oesterreich
Lengbergstrasse,5722,Niedernsill,Oesterreich
Lenzgartenweg,5026,Salzburg,Oesterreich
Leo-Lehner-Gasse,1220,Wien,Oesterreich
